4.749999950000000082e-01,8.750000000000000000e-01,1.812499949999999971e-01
4.737921145267651180e-01,8.723833986076733327e-01,1.906466446414641636e-01
4.726695031558810212e-01,8.697810162655862376e-01,2.000077692568728305e-01
4.716313873231318676e-01,8.671923348289460876e-01,2.093334965559373595e-01
4.706769053251725898e-01,8.646167794557155784e-01,2.186239699693118821e-01
4.698052900734416282e-01,8.620538416334611043e-01,2.278793187850602642e-01
4.690157638878625912e-01,8.595030090611265328e-01,2.370996756926926075e-01
4.683075532490736381e-01,8.569637732112057593e-01,2.462851731881367801e-01
4.676799026334026999e-01,8.544356418789366137e-01,2.554359429308477591e-01
4.671320632084969282e-01,8.519181288925480322e-01,2.645521162511164648e-01
4.666632971229832672e-01,8.494107580469277829e-01,2.736338239720732535e-01
4.662728781268641876e-01,8.469130636233165310e-01,2.826811963593372501e-01
4.659600866496953486e-01,8.444245858392377402e-01,2.916943633068923569e-01
4.657242175503514825e-01,8.419448779989525677e-01,3.006734540374318421e-01
4.655645752450785491e-01,8.394735019994139513e-01,3.096185972913090834e-01
4.654804688117592515e-01,8.370100238151185756e-01,3.185299215168311271e-01
4.654712195750749237e-01,8.345540204934690509e-01,3.274075545753586391e-01
4.655361581301042939e-01,8.321050773782064924e-01,3.362516238412227576e-01
4.656746235027779957e-01,8.296627872974214890e-01,3.450622562155035156e-01
4.658859645011133588e-01,8.272267518814917509e-01,3.538395781093811032e-01
4.661695386380022010e-01,8.247965805137883466e-01,3.625837154580949795e-01
4.665247114482929391e-01,8.223718896660853206e-01,3.712947937301082080e-01
4.669508580312629609e-01,8.199523043995751159e-01,3.799729379063782053e-01
4.674473612478778350e-01,8.175374566135078513e-01,3.886182725060472465e-01
4.680136119653690585e-01,8.151269852829046147e-01,3.972309215830100992e-01
4.686490102283649706e-01,8.127205375943887811e-01,4.058110087082642536e-01
4.693529643730479650e-01,8.103177680863417054e-01,4.143586569829093569e-01
4.701248908590796582e-01,8.079183384854382588e-01,4.228739890404519253e-01
4.709642141018288708e-01,8.055219175434745749e-01,4.313571270491056153e-01
4.718703661211563483e-01,8.031281807066880107e-01,4.398081927220586773e-01
4.728427863492465910e-01,8.007368099303086018e-01,4.482273073208339342e-01
4.738809217616496983e-01,7.983474937882439892e-01,4.566145916446102127e-01
4.749842265500269223e-01,7.959599271642798790e-01,4.649701660394496283e-01
4.761521619474373135e-01,7.935738110825684144e-01,4.732941504008987832e-01
4.773841960542791751e-01,7.911888525387171800e-01,4.815866641765624290e-01
4.786798055452820555e-01,7.888047661721057091e-01,4.898478263487653361e-01
4.800384762359693469e-01,7.864212748218172289e-01,4.980777554292875053e-01
4.814596991767098322e-01,7.840381057048405600e-01,5.062765695014390666e-01
4.829429723501832972e-01,7.816549920790620831e-01,5.144443862028231784e-01
4.844878005899406204e-01,7.792716731650111139e-01,5.225813227269291428e-01
4.860936954777370644e-01,7.768878940468290084e-01,5.306874958249498953e-01
4.877601757026779339e-01,7.745034060297076861e-01,5.387630218049289654e-01
4.894867672763096311e-01,7.721179668549417174e-01,5.468080165317401597e-01
4.912730023326341011e-01,7.697313395162680427e-01,5.548225954352511424e-01
4.931184195446731144e-01,7.673432926740600957e-01,5.628068735091378283e-01
4.950225640527416981e-01,7.649536005868787791e-01,5.707609653125229610e-01
4.969849873812856589e-01,7.625620430317189280e-01,5.786849849716811933e-01
4.990052476022830419e-01,7.601684054691337789e-01,5.865790461808999545e-01
5.010829095042681480e-01,7.577724792139425292e-01,5.944432622033218871e-01
5.032175438159189884e-01,7.553740606669704372e-01,6.022777458750204760e-01
5.054087274327601076e-01,7.529729515430411135e-01,6.100826096056453096e-01
5.076560433569304864e-01,7.505689588139967672e-01,6.178579653800481131e-01
5.099590806256681930e-01,7.481618946405126369e-01,6.256039247599473052e-01
5.123174344606739039e-01,7.457515765229870697e-01,6.333205988846916101e-01
5.147307062249337761e-01,7.433378272614614701e-01,6.410080984728091513e-01
5.171985031731026750e-01,7.409204747107894784e-01,6.486665338243987611e-01
5.197204382797961930e-01,7.384993516130748947e-01,6.562960148232047652e-01
5.222961303155377877e-01,7.360742956757456712e-01,6.638966509376794667e-01
5.249252037802634163e-01,7.336451495083468055e-01,6.714685512226272746e-01
5.276072889745309080e-01,7.312117606956120008e-01,6.790118243201362924e-01
5.303420221656643951e-01,7.287739819644887262e-01,6.865265784600179666e-01
5.331290449948896670e-01,7.263316706000367828e-01,6.940129214641894695e-01
5.359680046424180055e-01,7.238846886114108647e-01,7.014709607471224517e-01
5.388585537953619609e-01,7.214329027027246433e-01,7.089008033173175294e-01
5.418003506008148840e-01,7.189761842292361482e-01,7.163025557788569309e-01
5.447930586209996928e-01,7.165144091555842865e-01,7.236763243329485951e-01
5.478363467904874273e-01,7.140474580160769413e-01,7.310222147794612768e-01
5.509298894034505567e-01,7.115752159042764147e-01,7.383403325180893928e-01
5.540733661652147424e-01,7.090975725252590678e-01,7.456307825487087371e-01
5.572664619930738361e-01,7.066144220036371104e-01,7.528936694749783776e-01
5.605088670389204442e-01,7.041256629077143891e-01,7.601290975051038235e-01
5.638002766694321100e-01,7.016311982323262253e-01,7.673371704531639637e-01
5.671403914387420642e-01,6.991309353743930810e-01,7.745179917405524694e-01
5.705289170633360829e-01,6.966247861106790173e-01,7.816716643974085388e-01
5.739655643991755651e-01,6.941126665777530569e-01,7.887982910640358725e-01
5.774500492813188224e-01,6.915944971153407117e-01,7.958979739927684038e-01
5.809820917008502450e-01,6.890702014513094831e-01,8.029708150519970777e-01
5.845614170038441193e-01,6.865397078954589283e-01,8.100169157235849182e-01
5.881877555589377637e-01,6.840029490119264866e-01,8.170363771052819857e-01
5.918608426007075929e-01,6.814598614662398246e-01,8.240292999125637952e-01
5.955804181968687994e-01,6.789103859953736775e-01,8.309957844800602844e-01
